ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,MID,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path
,2297,521466HP+C Neuropixel style,Chelsea Nayan,5/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/4/2020,5/8/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,521466,Vip-IRES-Cre;Ai32-521466,02-004-156-1805,Female,2/29/2020,SWS 4,19.1,22,1.5,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.574,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/13/2020,,,,,,,,,,,,"​Moderate hematoma around 7-8 o'clock due to drilling. Dira from 3-6 oclock.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2298,522944HP+C Neuropixel style,Chelsea Nayan,5/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/4/2020,5/8/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,522944,C57BL6J-522944,02-004-157-1805,Male,3/11/2020,SWS 4,22.9,25.9,1.5,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.561,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Severe,None,Anterior,Mild,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/13/2020,,,,,,,,,,,,"​Coverslip placement is anterior. There is a tiny laceration in the middle of the window due to my dura probe. There is possible bruising around 7-8 o'clock from drilling. Around 2-7 o'clock there is dura/skull that wouldn't really tear off. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2299,521460HP+C Neuropixel style,Josh Wilkes,5/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/4/2020,5/8/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,521460,Vip-IRES-Cre;Ai32-521460,02-004-158-1805,Male,2/29/2020,SWS 3,24.6,27.2,3,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.71,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,Moderate,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/13/2020,,,,,,,,,,,,possible laceration at 3 position that occured during drilling​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2315,524760HP+C Neuropixel style,Robert Howard,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J (NP),524760,C57BL6J (NP)-524760,02-004-164-1805,Female,3/21/2020,SWS 7,18.7,21.6,2,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.121,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2316,524761HP+C Neuropixel style,Robert Howard,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J (NP),524761,C57BL6J (NP)-524761,02-004-163-1805,Female,3/21/2020,SWS 7,19,21.7,2,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.296,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2317,524921HP+C Neuropixel style,Emily Gelfand,5/12/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,524921,Sst-IRES-Cre;Ai32-524921,02-004-160-1805,Male,3/21/2020,Select...,23.2,25.6,1.5,15,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.137,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Severe,Central,None,Moderate,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/19/2020,,,,,,,,,,,,​Blood under coverslip from sinus bleed (due to drill damage). Did my best to complete durotomy. Hail Mary'd.,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2318,524924HP+C Neuropixel style,Emily Gelfand,5/12/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,524924,Sst-IRES-Cre;Ai32-524924,02-004-159-1805,Female,3/21/2020,Select...,20.1,22.9,1.5,15,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.063,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Moderate,Central,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/19/2020,,,,,,,,,,,,​Vein damage 4 o'clock. Hail Mary'd due to sinus bleed on pop.,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2319,524925HP+C Neuropixel style,Josh Wilkes,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,524925,Sst-IRES-Cre;Ai32-524925,02-004-161-1805,Female,3/21/2020,SWS 3,17.5,19.4,2.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,"​Extensive sinus bleed after pop. wire drilled off
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2320,524926HP+C Neuropixel style,Josh Wilkes,5/13/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/11/2020,5/15/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,524926,Sst-IRES-Cre;Ai32-524926,02-004-162-1805,Female,3/21/2020,SWS 3,19,20.2,2.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.26,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Moderate,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/20/2020,,,,,,,,,,,,"​extensive sinus bleed after pop
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2341,525549HP+C Neuropixel style,Conor Grasso,5/20/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/18/2020,5/22/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,525549,Vip-IRES-Cre;Ai32-525549,02-004-166-1805,Male,3/25/2020,SWS 5,19.2,22,1.45,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.1,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Posterior,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/27/2020,,,,,,,,,,,,"Window placement is a bit posterior due to size of mouses skull. I had to move the headframe back a hair to allow for more room behind the mouses left eye, however once the cover slip was placed the sinus that was in view got covered up a bit. A small hematoma at the lower left area of the window, i think from the pop. ​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2342,527294HP+C Neuropixel style,Kat North,5/20/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/18/2020,5/22/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,527294,Sst-IRES-Cre;Ai32-527294,02-004-165-1805,Male,4/3/2020,SWS 1,22.9,25.7,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.424,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/27/2020,,,,,,,,,,,,"​Surgery went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2343,527298HP+C Neuropixel style,Robert Howard,5/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,5/18/2020,5/22/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,527298,Sst-IRES-Cre;Ai32-527298,102-02-004-10,Male,3/17/2020,SWS 7,23.8,25.1,2,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.023,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,5/28/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2384,527296HP+C Neuropixel style,Jackie Swapp,6/2/2020,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,6/1/2020,6/5/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,527296,Sst-IRES-Cre;Ai32-527296,02-004-168-1805,Male,4/3/2020,SWS 1,24.7,26.6,2,,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.529,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/9/2020,,,,,,,,,,,,"​Underdrilled over sinus, ripped a large hole during pop. Ended up getting the bleed to stop, but mouse died during recovery",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2385,527749HP+C Neuropixel style,Kat North,6/4/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,6/1/2020,6/5/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,527749,Sst-IRES-Cre;Ai32-527749,02-004-169-1805,Male,4/4/2020,SWS 1,26,28.8,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.477,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Anterior,None,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/11/2020,,,,,,,,,,,,"​
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​
",2425,530862HP+C Neuropixel style,Josh Wilkes,6/16/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,6/15/2020,6/19/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,530862,Vip-IRES-Cre;Ai32-530862,02-004-172-1805,Male,4/28/2020,SWS 3,23.1,25.4,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.196,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Moderate,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/23/2020,,,,,,,,,,,,"​hematome at 12 position that occured during pop. Possible laceration that was not visualized occured during drilling at the 12 position. Mouse moved and fell after surgery while being transferred although recovered well.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
"​
",2444,531237HP+C Neuropixel style,Conor Grasso,6/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,6/22/2020,6/26/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),531237,C57BL6J(NP)-531237,02-004-175-1805,Female,5/2/2020,SWS 5,18.8,21.7,1.45,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.349,NA,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Posterior,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,6/29/2020,,,,,,,,,,,,"MAJOR sinus in window (no bleed though), i placed the headframe well and thought i had the window centered well, but the entire sinus just about is in view. Kwik cast was very viscous today, i did the best i could but it looks sloppy, sorry.​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2487,532246HP+C Neuropixel style,Jackie Swapp,7/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/6/2020,7/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,532246,Vip-IRES-Cre;Ai32-532246,02-004-177-1805,Male,5/9/2020,SWS 1,24.1,26.6,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.515,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/13/2020,,,,,,,,,,,,"​Coverslip is slightly slanted 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2488,533537HP+C Neuropixel style,Chelsea Nayan,7/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/6/2020,7/10/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,533537,C57BL6J-533537,02-004-176-1805,Male,5/17/2020,SWS 4,25,27.5,1.5,7,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.742,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Severe,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/13/2020,,,,,,,,,,,,"​There was a severe sinus bleed due to skull removal, yet no swelling. There is dura from 2-7 o'clock due to vessels and I did not want to exacerbate the sinus any further. Recovery was swift. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2509,533538HP+C Neuropixel style,Josh Wilkes,7/13/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,7/13/2020,7/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),533538,C57BL6J(NP)-533538,02-004-179-1805,Male,5/17/2020,SWS 3,26.2,28,3,55,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.748,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Central,Mild,Severe,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/20/2020,,,,,,,,,,,,"damage seen at 1 and 7 position. possible severing of vessels on the brain after removing coverslip. exensive hematoma seen accross the entire brain after removing the coverslip. Mouse was slow to recover

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2510,533539HP+C Neuropixel style,Conor Grasso,7/13/2020,Josh Siegle,Severine Durand,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,7/13/2020,7/17/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),533539,C57BL6J(NP)-533539,,Female,5/17/2020,SWS 5,19.4,22.2,1.5,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.4,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,7/20/2020,,,,,,,,,,,,"looks great, if you ignore my kwik cast job​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
